ΚΩΔΙΚΟΣ,ΕΠΟΠΤΕΥΩΝ ΦΟΡΕΑΣ,ΔΙΑΚΡΙΤΙΚΟΣ ΤΙΤΛΟΣ ,ΙΔΙΟΚΤΗΤΗΣ,ΝΟΜΙΜΟΣ ΕΚΠΡΟΣΩΠΟΣ,ΤΑΧΥΔΡΟΜΙΚΗ Δ/ΝΣΗ ΣΧΟΛΕΙΟΥ ,"ΑΡΙΘ. ΑΠΟΦ. ΧΟΡΗΓ. ΑΡΧ. ΑΔΕΙΑΣ, ΦΕΚ ΔΗΜΟΣ.",ΠΑΡΑΤΗΡΗΣΕΙΣ/ ΜΕΤΑΒΟΛΕΣ / ΤΡΟΠΟΠΟΙΗΣΕΙΣ
7061025,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ -ΤΟ ΑΕΡΟΣΤΑΤΟ ΤΗΣ ΠΑΤΡΑΣ,ΑΦΟΙ ΡΕΖΙΤΗ ΚΑΙ ΣΙΑ Ο.Ε.,ΡΕΖΙΤΗΣ ΣΩΤΗΡΙΟΣ ΓΕΡΑΣΙΜΟΣ,ΙΩΑΝ. ΔΙΑΚΙΔΗ 126 Τ.Κ. 26335 ΠΕΡΙΒΟΛΑ ΠΑΤΡΑ ΤΗΛ.: 2610-643507 6944275662,"Φ2ΓΑ/186380/Δ5/5-12-2013,ΦΕΚ  416/Β/20-02-2014","162715/Ν1/17-10-2019 , ΦΕΚ 3940/Β/25-10-2019 , 24320/Ν1/7-3-2024 ΦΕΚ 1770/Β/19-3-2024"
7061027,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΕΩΡΜΑ ΑΙΚ. ΚΑΙ ΣΙΑ Ε.Ε.,ΓΕΩΡΜΑ ΑΙΚ. & ΣΙΑ Ε.Ε.,ΓΕΩΡΜΑ ΑΙΚΑΤΕΡΙΝΗ,ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 46-48 Τ.Κ. 26504 ΡΙΟ ΠΑΤΡΑ ΤΗΛ.: 2610-994661 2610-995563,"Φ2ΓΑ/165299/Δ5/4-11-2013,ΦΕΚ 344/Β/   13-2-14","Φ2ΜΒ/148363/Δ5/18-9-2014
189004/Ν1/02-12-2019 , ΦΕΚ 4691/Β/19-12-2019, 34276/3-4-24, ΦΕΚ 2170/Β/8-4-2024, ΜΕΤΑΒΙΒΑΣΗ & ΤΡΟΠΟΠΟΙΗΣΗ 132650/Ν1/6-11/2024, ΦΕΚ 6267/Β/13-11-2024"
7061029,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΡΟΖ ΜΠΑΛΟΝΙ,ΜΑΡΙΑ ΑΝΤΩΝΙΑΔΗ ΜΟΝΟΠΡΟΣΩΠΗ ΕΠΕ,ΑΝΤΩΝΙΑΔΗ ΜΑΡΙΑ,Γ. ΔΡΟΣΙΝΗ 8 ΕΞΩ ΑΓΥΙΑ Τ.Κ. 26442 ΠΑΤΡΑ ΤΗΛ.: 2610-436566,"Φ2ΓΒ/55492/Δ5/9-4-2014,ΦΕΚ 1086/Β/ 30-4-14",
7061031,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΡΟΔΙ ΠΡΟΣΧΟΛΙΚΗ ΑΓΩΓΗ,ΣΚΟΥΡΑΣ ΠΑΥΛΟΣ ΚΑΙ ΣΙΑ Ε.Ε.,ΣΚΟΥΡΑΣ ΠΑΥΛΟΣ,ΚΛΑΟΥΣ 20 Τ.Κ. 26500 ΠΕΤΡΩΤΟ ΑΧΑΪΑΣ ΤΗΛ.: 2610-336538,"Φ2ΓΑ/184375/Δ5/3-12-2013,ΦΕΚ 419/Β/ 20-2-14","80444/Ν1/17-05-2018 ΦΕΚ 1997/Β/04-06-2018
150376/Ν1/27-09-2019 , ΦΕΚ 3757/Β/11-10-2019
126643/Ν1/07-10-2021, ΦΕΚ 4729/Β'/12-10-2021,81227/Ν1/3-7-2025 ΦΕΚ 3781/Β/17-7-2025"
7061041,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΚΑΛΑΒΡΥΤΩΝ & ΑΙΓΙΑΛΕΙΑΣ ΕΚΚΛΗΣΙΑΣΤΙΚΟΣ ΒΡΕΦΟΝΗΠΙΑΚΟΣ ΣΤΑΘΜΟΣ ΑΙΓΙΟΥ - ΤΑ ΑΓΓΕΛΟΥΔΑΚΙΑ,ΙΕΡΑ ΜΗΤΡΟΠΟΛΙΣ ΚΑΛΑΒΡΥΤΩΝ & ΑΙΓΙΑΛΕΙΑΣ ΕΚΚΛΗΣΙΑΣΤΙΚΟΣ ΒΡΕΦΟΝΗΠΙΑΚΟΣ ΣΤΑΘΜΟΣ ΑΙΓΙΟΥ - ΤΑ ΑΓΓΕΛΟΥΔΑΚΙΑ,ΤΣΑΚΑΛΟΣ ΧΡΗΣΤΟΣ,ΠΑΡΟΔΟΣ ΚΟΡΙΝΘΟΥ Τ.Κ.25100 ΑΙΓΙΟ ΤΗΛ.: 26910-61489,"Φ2ΓΑ/119745/Δ5/30-8-2013,ΦΕΚ 180/Β/31-1-14
","165513/Ν1/04-10-2018, ΦΕΚ 4518/Β/16-10-2018
144754/Ν1/11-11-2021,ΦΕΚ 5596/Β/02-12-2021"
7061047,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,"ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - MYPLAYSCHOOL Ε.Π.Ε.
",MYPLAYSCHOOL ΥΠΗΡΕΣΙΕΣ ΔΗΜΙΟΥΡΓΙΚΗΣ ΑΠΑΣΧΟΛΗΣΗΣ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ,ΣΩΤΗΡΙΑ ΨΗΛΟΥ,"ΑΩΟΥ ΚΑΙ ΒΟΥΡΑΪΚΟΥ 1 , ΠΑΤΡΑ","169796/Ν1/31-10-2019,ΦΕΚ 4164/Β/14-11-2019",
7061049,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΙΚΡΟ ΓΥΡΙ Ι.Κ.Ε.,ΜΧΑΛΟΠΟΥΛΟΣ ΧΡΙΣΤΟΣ ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΙΑ,ΧΡΙΣΤΟΣ - ΟΔΥΣΣΕΑΣ ΜΙΧΑΛΟΠΟΥΛΟΣ,ΜΠΕΝΙΖΕΛΟΥ ΡΟΥΦΟΥ 43 & ΚΑΠΟΔΙΣΤΡΙΟΥ 49 ΤΚ 26222 ΠΑΤΡΑ ΤΗΛ.2610311884,"Φ2ΓΒ/82843/Δ5/27-5-2014,ΦΕΚ 1524/Β/06-06-2014","41614/Ν1/31-03-2020 , ΦΕΚ 1287/Β/10-04-2020"
7061051,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΑΓΙΚΟΣ ΑΥΛΟΣ,ΚΑΠΕΤΖΩΝΗ ΕΥΘΥΜΙΑ,ΚΑΠΕΤΖΩΝΗ ΕΥΘΥΜΙΑ,ΕΥΚΑΛΥΠΤΩΝ - ΛΟΓΓΟΣ ΑΙΓΙΟΥ Τ.Κ 25100 ΑΙΓΙΟ ΤΗΛ.: 26910-72602,"Φ2ΓΒ/119964/Δ5/29-7-2014,ΦΕΚ 2180/Β/8-8-14",72146/Ν1/07-05-2018 ΦΕΚ 1798/Β/21-05-2018
7061053,Δ/ΝΣΗ Π.Ε. ΑΧΑΪΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΣΕΡΑΦΙΝΟ ΤΟ ΣΚΑΤΖΟΧΟΙΡΑΚΙ,ΛΕΚΚΑ ΑΝΘΟΥΣΑ,ΛΕΚΚΑ ΑΝΘΟΥΣΑ,"ΜΑΥΡΟΚΟΡΔΑΤΟΥ 10 , ΠΑΤΡΑ","166244/N1/23-10-2019 , ΦΕΚ 4081/Β/08-11-2019",
7071001,Δ/ΝΣΗ Π.Ε. ΒΟΙΩΤΙΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΜΙΑ ΦΟΡΑ ΚΙ ΕΝΑΝ ΚΑΙΡΟ,ΒΛΑΧΟΥ ΓΕΩΡΓΙΑ & ΣΙΑ ΟΕ,ΚΑΡΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ,ΚΑΛΗΣ ΘΕΛΗΣΕΩΣ 1 Τ.Κ. 32011 ΟΙΝΟΦΥΤΑ ΒΟΙΩΤΙΑΣ ΤΗΛ.: 22623-00621,"Φ2ΓΑ/117351/Δ5/27-8-2013,ΦΕΚ 188/Β/31-1-14","ΤΡΟΠΟΠΟΙΗΣΗ 85219/Ν1/11-7-2025, ΦΕΚ 3693/Β/15-7-2025"
7071003,Δ/ΝΣΗ Π.Ε. ΒΟΙΩΤΙΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΑΡΑΜΥΘΟΧΩΡΑ,Ζ. Η. ΔΙΑΛΕΚΤΟΥ & ΣΙΑ Ο.Ε. ,ΔΙΑΛΕΚΤΟΥ ΖΩΗ,"ΑΓΙΟΥ ΑΘΑΝΑΣΙΟΥ 51, ΛΙΒΑΔΕΙΑ, Τ.Κ 32131 ΤΗΛ. 2261088520","156499/Δ1/23-09-2016,ΦΕΚ 3293/Β/13-10-16",
7071005,Δ/ΝΣΗ Π.Ε. ΒΟΙΩΤΙΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΜΕΡΙΜΝΑ ‘Ο ΕΥΑΓΓΕΛΙΣΜΟΣ ΤΗΣ ΘΕΟΤΟΚΟΥ’,ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΜΕΡΙΜΝΑ ΑΣΤΙΚΗ ΜΗ ΚΕΡΔΟΣΚΟΠΙΚΗ ΕΤΑΙΡΙΑ,ΙΩΑΝΝΗΣ ΤΣΟΥΡΑΣ,"ΛΕΩΦΟΡΟΣ ΔΗΛΕΣΙΟΥ - ΟΙΝΟΗΣ, ΤΑΝΑΓΡΑ","20021/Ν1/22-02-2021 , ΦΕΚ 771/Β/26-02-2021,81222/Ν1/3-7-2025 ΦΕΚ 3781/Β/17-7-2025",
7071007,Δ/ΝΣΗ Π.Ε. ΒΟΙΩΤΙΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ – «ATAXIA SCHOOL» ΚΟΙΝ.Σ.ΕΠ.,ΚΟΙΝΩΝΙΚΗ ΣΥΝΕΤΑΙΡΙΣΤΙΚΗ ΕΠΙΧΕΙΡΗΣΗ ΣΥΛΛΟΓΙΚΗΣ ΚΑΙ ΚΟΙΝΩΝΙΚΗΣ ΩΦΕΛΕΙΑΣ- ΔΗΜΟΚΡΑΤΙΚΟ ΣΧΟΛΕΙΟ ΤΟΥ ΒΟΥΝΟΥ,ΛΟΥΚΑΣ ΓΕΩΡΓΙΟΣ,"ΕΘΝΙΚΗ ΟΔΟΣ 29 ‘ ΔΙΣΤΟΜΟ ΟΣΙΟΣ ΛΟΥΚΑΣ’ , ΚΟΙΝΟΤΗΤΑ ΣΤΕΙΡΙΟΥ ,ΔΗΜΟΣ ΔΙΣΤΟΜΟΥ-ΑΡΑΧΩΒΑΣ-ΑΝΤΙΚΥΡΑΣ","4847/Ν1/17-01-2023, ΦΕΚ 219/Β/19-01-2023, ΦΕΚ ΔΙΟΡΘΩΣΗΣ 821/Β/17-02-2023",
7091001,Δ/ΝΣΗ Π.Ε. ΔΡΑΜΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΥΡΓΕΛΑΝΗ ΚΥΡΙΑΚΟΥΛΑ,ΚΥΡΙΑΚΟΥΛΑ ΚΥΡΓΕΛΑΝΗ,ΚΥΡΙΑΚΟΥΛΑ ΚΥΡΓΕΛΑΝΗ,ΑΡΚΑΔΙΚΟΣ ΔΡΑΜΑΣ Τ.Κ. 66100 ΔΡΑΜΑ ΤΗΛ.: 25210-36788,"Φ2ΓΑ/148501/Δ5/14-10-2013,ΦΕΚ 659/Β/ 17-3-14","148813/Ν1/25-09-2019 , ΦΕΚ 3705/Β/4-10-2019"
7091003,Δ/ΝΣΗ Π.Ε. ΔΡΑΜΑΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - Ε. ΤΡΟΠΙΟΥ & ΣΙΑ Ο.Ε. - ΠΑΙΔΙΚΟΡΑΜΑ,Ε. ΤΡΟΠΙΟΥ & ΣΙΑ ΟΕ,ΓΑΪΤΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ,ΠΕΡΙΟΧΗ ΠΑΝΟΡΑΜΑ ΔΡΑΜΑΣ Τ.Κ. 66100 ΤΗΛ.: 25210-20048,"Φ2ΓΑ/125699/Δ5/11-9-2013,ΦΕΚ 200/Β/3-2-14",
7091005,Δ/ΝΣΗ Π.Ε. ΔΡΑΜΑΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΧΙΟΝΑΤΗ,ΘΕΟΛΟΓΙΔΟΥ ΑΝΑΣΤΑΣΙΑ,ΘΕΟΛΟΓΙΔΟΥ ΑΝΑΣΤΑΣΙΑ,"Β. ΒΟΥΛΓΑΡΟΚΤΟΝΟΥ 126 , ΔΡΑΜΑ","194234/Ν1/9-12-2019,ΦΕΚ 4720/Β/19-12-2019","87470/Ν1/19-07-2021,ΦΕΚ 3503/Β/02-08-2021
ΔΙΟΡΘΩΣΗ ΣΦΑΛΜΑΤΟΣ : ΦΕΚ 4064/Β/06-09-2021"
7531001,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΑΜΑΚΑΡΗ ΑΙΚΑΤΕΡΙΝΗ,ΚΑΜΑΚΑΡΗ ΑΙΚΑΤΕΡΙΝΗ,ΚΑΜΑΚΑΡΗ ΑΙΚΑΤΕΡΙΝΗ,"ΠΕΡΙΚΛΕΟΥΣ 3-5 Τ.Κ. 19200 ΕΛΕΥΣΙΝΑ ΤΗΛ.: 210-5559334
(ΒΙΟΛΕΤΑ)","Φ2ΓΒ/197102/Δ5/23-12-2013,ΦΕΚ 419/Β/ 20-2-14",211387/Ν1/6-12/2018 ΦΕΚ 5779/Β/21-12-2018
7531003,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,1Ο ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΣΠΙΤΑΚΙ ΤΗΣ ΣΟΚΟΛΑΤΑΣ,ΔΟΥΚΑ ΑΘΗΝΑ,ΔΟΥΚΑ ΑΘΗΝΑ,ΖΑΪΜΗ 19-21 Τ.Κ. 19200 ΕΛΕΥΣΙΝΑ ΤΗΛ.: 210-5548822 210-5540271,"Φ2ΓΑ/125705/Δ5/10-9-2013,ΦΕΚ 

284/Β/10-2-14",ΤΡΟΠΟΠΟΙΗΣΗ 102175/Ν1/19-06-2017 (ΦΕΚ 2189/Β/27-06-2017
7531005,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,2Ο ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΟ ΣΠΙΤΑΚΙ ΤΗΣ ΣΟΚΟΛΑΤΑΣ,ΔΟΥΚΑ ΑΘΗΝΑ,ΔΟΥΚΑ ΑΘΗΝΑ,ΠΑΝΑΓΙΑΣ ΕΛΕΟΥΣΗΣ 9 Τ.Κ. 19300 ΑΣΠΡΟΠΥΡΓΟΣ ΤΗΛ.: 210-5571623 210-5570784,"Φ2ΓΑ/135651/Δ5/24-9-2013,ΦΕΚ 

319/Β/12-2-14",ΤΡΟΠΟΠΟΙΗΣΗ 102176/Ν1/19-06-2017 (ΦΕΚ 2213/Β/29-06-2017
7531009,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΠΟΛΥΧΡΟΝΙΑΔΗ ΑΝΝΑ,ΠΟΛΥΧΡΟΝΙΑΔΗ ΑΝΝΑ,ΠΟΛΥΧΡΟΝΙΑΔΗ  ΑΝΝΑ,ΒΑΣΙΛΕΙΟΥ ΛΑΣΚΟΥ 63 Τ.Κ. 19200 ΕΛΕΥΣΙΝΑ ΤΗΛ.: 210-5540073,"Φ2ΓΒ/103308/Δ5/03-07-2014,ΦΕΚ 1905/Β/15-07-2014,ΦΕΚ ΔΙΟΡΘΩΣΗΣ 1543/Β/4-5-2018",162603/Ν1/01-10-2018 (ΦΕΚ 4429/Β/08-10-2018)
7531011,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΤΑ ΣΑΪΝΙΑ ΤΗΣ ΛΙΝΑΣ,ΓΑΣΠΑΡΙΝΑΤΟΥ ΕΛΕΝΗ,ΓΑΣΠΑΡΙΝΑΤΟΥ ΕΛΕΝΗ,ΑΦΩΝ ΚΥΠΡΑΙΟΥ 67 ΚΑΙ ΣΚΑΛΚΩΤΑ Τ.Κ. 19200 ΕΛΕΥΣΙΝΑ ΤΗΛ.: 213-0232252,"Φ2ΓΒ/109150/Δ5/14-7-2014,ΦΕΚ 2044/Β/28-07-2014","ΜΕΤΑΒΙΒΑΣΗ104882/Ν1/10-08-2020 , ΦΕΚ 3569/Β/28-08-2020"
7531013,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΒΑΣΙΛΙΚΗ ΜΑΡΟΥΓΚΑ,ΜΑΡΟΥΓΚΑ ΒΑΣΙΛΙΚΗ,ΜΑΡΟΥΓΚΑ ΒΑΣΙΛΙΚΗ,ΠΑΡΘΕΝΙΟΥ 12 Τ.Κ. 19200 ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ ΤΗΛ.: 213-0417430,"Φ2ΓΒ/125080/Δ5/5-8-2014,ΦΕΚ 2249/Β/18-8-14",
7531015,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΚΟΝΤΟΠΟΥΛΟΥ ΕΥΦΡΟΣΥΝΗ,ΚΟΝΤΟΠΟΥΛΟΥ ΕΥΦΡΟΣΥΝΗ ,ΚΟΝΤΟΠΟΥΛΟΥ ΕΥΦΡΟΣΥΝΗ ,ΣΟΦΟΚΛΕΟΥΣ 27 Τ.Κ. 19200 ΕΛΕΥΣΙΝΑ ΤΗΛ.: 210-5563240 6970988585,"94587/Ν1/07-06-2017 ,ΦΕΚ 2096/Β/19-06-2017 , 3090/Β/08-09-2017",
7531017,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΑΤΤΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - BE KIDS BY NIKOLETTA NANOURI,BE KIDS BY NIKOLETTA NANOURI ΙΔΙΩΤΙΚΗ ΚΕΦΑΛΑΙΟΥΧΙΚΗ ΕΤΑΙΡΕΙΑ,ΝΑΝΟΥΡΗ ΝΙΚΟΛΕΤΤΑ,"ΠΑΡΝΩΝΟΣ 40, ΑΝΩ ΛΙΟΣΙΑ ΑΤΤΙΚΗΣ","119662/Ν1/23-09-2021 ,ΦΕΚ 4835/Β/20-10-2021","61920/N1/02-06-2023,ΦΕΚ 3702/Β/08-06-2023"
7192001,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΓΕΛΑ - ΧΑΜΟΓΕΛΑ,Α. ΔΟΥΚΑΣ  - Ζ. ΚΟΛΕΤΣΑ  ΟΕ,ΔΟΥΚΑΣ ΑΘΑΝΑΣΙΟΣ,ΓΑΛΗΝΗΣ 29 Τ.Κ. 57010 ΠΕΥΚΑ ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΗΛ.: 2310-676311 6946 871530,"Φ2ΓΑ/121292/Δ5/3-9-2013,ΦΕΚ 202/Β/3-2-14",80377/Ν1/17-05-2018 ΦΕΚ 1997/Β/04-06-2018
7192007,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - Ο ΜΙΚΡΟΣ ΜΑΕΣΤΡΟΣ,ΤΣΙΤΙΡΙΔΗΣ ΝΙΚΟΛΑΟΣ & ΣΙΑ  ΕΕ,ΤΣΙΤΙΡΙΔΗΣ ΝΙΚΟΛΑΟΣ,ΑΡΙΣΤΟΤΕΛΟΥΣ 38 Τ.Κ. 57013 ΩΡΑΙΟΚΑΣΤΡΟ ΤΗΛ.: 2310-695887 2310-692233,"Φ2ΓΑ/126378/Δ5/10-9-2013,ΦΕΚ 287/Β/10-2-14","ΤΡΟΠΟΠΟΙΗΣΗ 85136/Δ1/28-05-2015 ΦΕΚ 1141/Β/16-06-2015
ΜΕΤΑΒΙΒΑΣΗ 199053/Ν1/20-11-2018, ΦΕΚ 5301/Β/26-11-2018"
7192011,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ -ΜΑΡΤΣΙΚΑΛΗ ΜΑΓΔΑΛΗΝΗ,ΜΑΡΤΣΙΚΑΛΗ ΜΑΓΔΑΛΗΝΗ,ΜΑΡΤΣΙΚΑΛΗ ΜΑΓΔΑΛΗΝΗ,17ΗΣ ΝΟΕΜΒΡΙΟΥ 1 & ΟΛΥΜΠΙΑΔΟΣ Τ.Κ. 56224 ΔΗΜΟΣ ΕΥΟΣΜΟΥ ΝΟΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ ΤΗΛ.: 2310-765011,"Φ2ΓΑ/149553/Δ5/15-10-2013,ΦΕΚ 632/Β/ 13-3-14","71873/Ν1/07-05-2018 ΦΕΚ 1860/Β/24-05-2018
158877/Ν1/07-12-2021 , ΦΕΚ 5806/Β/10-12-2021 
"
7192013,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΝΤΕΚΡΟΛΙ,ΚΟΝΤΟΥ ΕΛΙΣΣΑΒΕΤ,ΚΟΝΤΟΥ ΕΛΙΣΣΑΒΕΤ,ΑΓΡΟΚΤΗΜΑ 888 Τ.Κ. 57013 ΩΡΑΙΟΚΑΣΤΡΟ ΤΗΛ.: 2310-696712,"Φ2ΓΑ/26135/Δ5/24-2-2014,ΦΕΚ 545/Β/ 5-3-14","ΜΕΤΑΒΙΒΑΣΗ 85223/Δ1/28-05-2015 ΦΕΚ 1141/Β/16-06-2015 , 80381/Ν1/17-05-2018 ΦΕΚ 1997/Β/04-06-2018"
7192017,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΙΕΡΑ ΜΟΝΗ ΔΕΛΑΣΑΛ,ΙΕΡΑ ΜΟΝΗ ΔΕΛΑΣΑΛ,ΠΡΙΝΤΕΖΗΣ ΝΙΚΟΛΑΟΣ,Τ.Θ. 6 ΑΣΒΕΣΤΟΧΩΡΙ Τ.Κ. 57010 ΠΕΥΚΑ ΤΗΛ.: 2310-674471,"Φ2ΓΑ/167532/Δ5/6-11-2013,ΦΕΚ 450/Β/24-2-14",
7192021,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΑΝΔΡΕΑΔΗ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ Κ. ΑΝΔΡΕΑΔΗΣ Α.Ε.,ΑΣΛΑΝΟΓΛΟΥ ΠΕΡΣΕΦΟΝΗ - ΑΝΑΣΤΑΣΙΑ,ΩΡΑΙΟΚΑΣΤΡΟ Τ.Κ. 57013 ΤΗΛ.: 2310-699900,"Φ2ΓΑ/197001/Δ5/23-12-2013,ΦΕΚ 419/Β/2014",170550/Ν1/12-10-2018
7192023,Δ/ΝΣΗ Π.Ε. ΔΥΤ. ΘΕΣ/ΝΙΚΗΣ,ΙΔΙΩΤΙΚΟ ΣΥΣΤΕΓΑΖΟΜΕΝΟ ΝΗΠΙΑΓΩΓΕΙΟ - ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΦΡΥΓΑΝΙΩΤΗ,ΕΚΠΑΙΔΕΥΤΗΡΙΑ ΦΡΥΓΑΝΙΩΤΗ Α.Ε.,ΑΘΑΝΑΣΙΟΣ ΦΡΥΓΑΝΙΩΤΗΣ ,ΑΓΓΕΛΟΥ ΣΙΚΕΛΙΑΝΟΥ 4 Τ.Κ. 57010 ΠΕΥΚΑ ΤΗΛ.: 2310-673565 2310-673030,"Φ2ΓΑ/184389/Δ5/3-12-2013,ΦΕΚ 477/Β/ 26-2-14","167255/Ν1/09-12-2020 , ΦΕΚ 5670/Β'/23-12-2020"
